"Individual","Time","Phenotype","X1","X2"
6,70,3.56091638592611,0.925062014353834,0.385445853100616
6,76,3.24969701678287,-0.0818199765370746,-0.879287447757534
6,89,5.15773098344148,-0.961345077263466,-0.713440397411657
6,96,14.666633383203,-2.15584517695362,-2.31863114820276
6,97,2.58124186289169,-0.102895078956851,0.733534950793876
6,98,3.21886159312378,0.238987977913449,0.192807539784811
7,16,1.72545522226155,-0.240391320210011,0.905476933694382
7,17,5.13599972357435,-1.86994801119503,-0.531522222206964
7,29,0.714370471815046,-0.425648829313888,1.78196331133272
7,30,2.1922681462656,0.732256046860052,-0.00153249320386794
7,34,2.30443841603279,-1.74323199828042,0.124365408672639
7,35,1.07570304836002,0.498389057726709,-1.21455221782193
7,39,3.00027457387398,-0.491339297512221,-0.27772705000315
7,48,3.19981688957612,0.622870613619983,0.612480909096808
7,54,3.71147125277993,-0.984316358318808,-0.405726471439232
7,67,3.50960511530989,-0.581983563089439,-0.712466545537292
7,70,3.06579621198762,0.925062014353834,0.385445853100616
7,95,5.85528941472732,-0.990613843273336,-1.53636856198892
8,8,2.0245237664397,-0.462178170755126,-0.116482993686304
8,25,2.74512205920598,0.244139841573906,0.512280324962224
8,40,0.792501742839684,-0.213121124158524,2.19756268781792
8,44,0.64756336615427,-0.486511112780091,0.843253359734688
8,48,3.97964756947989,0.622870613619983,0.612480909096808
8,78,2.52957129097319,-0.116514114980841,-0.917136315306465
8,81,1.50932560456833,-1.17702006618079,0.0838815436902651
8,83,7.31040030733362,2.8691095652818,0.420733151190164
8,94,1.04724400273068,-1.06080304753778,-0.0233961947224962
9,9,0.0544634414577934,1.53012156789869,-1.26846651913646
9,12,2.74750639774574,-0.2021209604706,0.922894329472886
9,27,3.63720392812313,0.59709175418952,-0.433208216255557
9,50,9.4499870555164,1.29403492031324,1.20071262970535
9,55,3.77048209982205,0.0400146008464013,-0.622129779041078
9,61,3.82239813501797,-0.126736425725658,0.804837275725302
9,62,-3.36325885963555,-1.49314941932133,1.26173780684772
9,63,6.002476357014,1.38890586896565,0.111656505462559
9,74,3.65114336635679,0.139076332515742,-0.76537380535025
10,20,5.16955251783855,-1.55681398848206,-0.50979926813118
10,27,3.70118653496548,0.59709175418952,-0.433208216255557
10,46,3.8074478622146,1.08913210956967,-0.451013316989798
10,48,6.04360131560847,0.622870613619983,0.612480909096808
10,70,6.2185943901838,0.925062014353834,0.385445853100616
10,75,4.19718858303617,-0.0633271318178459,-0.577015844083569
10,81,2.47170347176818,-1.17702006618079,0.0838815436902651
10,92,3.80746253919782,1.30007780063358,-0.380216341525727
10,99,0.166501717130455,-0.472785277647072,1.61695558751014
11,1,3.64589001174967,-0.0461028296710993,0.299559039866351
11,8,3.24680873450502,-0.462178170755126,-0.116482993686304
11,20,4.14339513045208,-1.55681398848206,-0.50979926813118
11,92,3.75968071631539,1.30007780063358,-0.380216341525727
11,94,3.32699941739833,-1.06080304753778,-0.0233961947224962
12,9,1.26480215647612,1.53012156789869,-1.26846651913646
12,13,3.92203338573932,0.217758511345775,0.0934553273607798
12,16,2.36451053790492,-0.240391320210011,0.905476933694382
12,43,3.53484912702403,1.35795105732827,-0.683708347310986
12,52,4.03423050617738,1.26702145532013,-0.601218394945817
12,66,5.80093791630556,-0.962068800647789,-1.44685250736435
12,67,3.46840115178885,-0.581983563089439,-0.712466545537292
12,70,6.69198608386314,0.925062014353834,0.385445853100616
12,72,5.63023407606329,-1.63809825365407,-1.08345721973331
12,81,0.687493528337838,-1.17702006618079,0.0838815436902651
12,85,-1.06418693252805,-0.80925463815012,1.21280843465378
12,89,4.08004313868005,-0.961345077263466,-0.713440397411657
12,93,3.45628415073193,0.0292990091143609,-0.482418891072599
13,6,4.63784971396299,0.603855609579989,-0.58035892596956
13,17,3.94439546001292,-1.86994801119503,-0.531522222206964
13,21,3.79277170500296,1.7968236458689,-0.795633641144977
13,31,4.70738428026424,0.340419044452272,-0.449172898403646
13,34,0.292208196283517,-1.74323199828042,0.124365408672639
13,66,6.69547051909291,-0.962068800647789,-1.44685250736435
13,68,0.445257889382151,-0.696971844665873,0.969900174729854
13,72,6.64570919860615,-1.63809825365407,-1.08345721973331
13,80,6.21601378049884,1.49205103087191,-0.295759721222006
13,88,1.30267536586529,-1.29099515192702,0.152571115379767
14,2,-2.22758802229019,-1.13121924271432,1.11568354289885
14,8,3.82810831250388,-0.462178170755126,-0.116482993686304
14,11,2.36604647455665,-0.436055854538514,0.586275125641616
14,14,3.31469156030072,-0.38542104299071,0.22384437068015
14,15,8.33587020426506,0.666447045254024,1.06424748342677
14,26,0.841637442762399,-1.00257551237699,0.458891328721066
14,39,4.1155527489875,-0.491339297512221,-0.27772705000315
14,41,5.76141022378853,0.370816862411971,0.764815615098257
14,49,4.39178072801635,1.51310949845582,-0.474030853526418
14,80,5.0884652518217,1.49205103087191,-0.295759721222006
14,95,8.07687835505054,-0.990613843273336,-1.53636856198892
15,10,4.43758618398714,-1.11966251827131,-0.500816920739607
15,12,3.0041429777995,-0.2021209604706,0.922894329472886
15,14,2.73930035522938,-0.38542104299071,0.22384437068015
15,27,4.12265670384828,0.59709175418952,-0.433208216255557
15,42,4.25340377479064,-0.604094479012923,-0.579695637315804
15,44,1.969742393379,-0.486511112780091,0.843253359734688
15,55,4.22490091180763,0.0400146008464013,-0.622129779041078
15,56,4.34193763358138,0.133051234292639,0.17382384176504
15,74,3.71610832094318,0.139076332515742,-0.76537380535025
15,86,9.01215231136327,0.9791203111431,0.774568641495002
15,90,5.5292030791854,-0.870115277962844,-0.829455846486352
16,5,0.375218364831686,-0.432956276910476,1.81776711631174
16,6,3.15763909591376,0.603855609579989,-0.58035892596956
16,23,2.89297295033445,0.181628472998814,-0.188426867630403
16,26,-0.128301531866523,-1.00257551237699,0.458891328721066
16,28,0.135576206294906,0.787689963851183,-2.37472639485378
16,59,3.71736312535754,0.170591673669547,1.11058914707375
16,84,2.08419738850687,-0.874101489933039,-0.329152259425125
16,97,2.05162954288337,-0.102895078956851,0.733534950793876
17,4,3.22921774562352,-0.020927289208481,2.07205107862231
17,15,7.14195668876197,0.666447045254024,1.06424748342677
17,17,4.93343973740124,-1.86994801119503,-0.531522222206964
17,38,5.31530952388896,0.869829800341915,0.081794275729223
17,39,3.44326064288237,-0.491339297512221,-0.27772705000315
17,69,2.52451116896842,0.542894219987506,-1.03612905185143
17,71,9.95276381249773,-1.08960238188267,-1.8442256063958
17,96,19.6053108302603,-2.15584517695362,-2.31863114820276
17,97,3.21709735320216,-0.102895078956851,0.733534950793876
18,5,-0.315899790583638,-0.432956276910476,1.81776711631174
18,17,7.46845442531652,-1.86994801119503,-0.531522222206964
18,19,3.13941759536053,0.290996699442134,1.01080481085254
18,28,-5.71391320919249,0.787689963851183,-2.37472639485378
18,41,3.03124383734223,0.370816862411971,0.764815615098257
18,48,3.40798838974143,0.622870613619983,0.612480909096808
18,52,-1.80579920033186,1.26702145532013,-0.601218394945817
18,60,0.0682132731067581,2.37161605617275,-0.0489616875584611
18,69,-0.261227616481685,0.542894219987506,-1.03612905185143
18,74,1.47598921613957,0.139076332515742,-0.76537380535025
18,76,2.61690664644783,-0.0818199765370746,-0.879287447757534
18,78,2.99883409271743,-0.116514114980841,-0.917136315306465
18,83,5.22792920311194,2.8691095652818,0.420733151190164
18,89,5.55973527917933,-0.961345077263466,-0.713440397411657
18,94,3.02230352272016,-1.06080304753778,-0.0233961947224962
19,3,5.65444478000756,-0.0150223336290284,0.982778834302509
19,4,4.98302739433983,-0.020927289208481,2.07205107862231
19,10,5.3402672010717,-1.11966251827131,-0.500816920739607
19,11,3.83590749467666,-0.436055854538514,0.586275125641616
19,18,3.20494797585852,-0.82922124850264,0.322099793826171
19,73,15.263763576254,2.70400809199138,0.656222726089975
19,74,5.31461081473689,0.139076332515742,-0.76537380535025
19,77,12.3300312376693,1.10848665778746,1.4806334438733
19,88,2.521930753295,-1.29099515192702,0.152571115379767
19,93,5.51896348633674,0.0292990091143609,-0.482418891072599
19,97,4.6308139041878,-0.102895078956851,0.733534950793876
20,4,3.61907696181937,-0.020927289208481,2.07205107862231
20,9,1.91418874894557,1.53012156789869,-1.26846651913646
20,14,3.78525391530473,-0.38542104299071,0.22384437068015
20,27,4.62386863499772,0.59709175418952,-0.433208216255557
20,28,1.08075132075599,0.787689963851183,-2.37472639485378
20,45,7.12586986196564,1.32350699632115,0.351174269785424
20,60,7.18530263297866,2.37161605617275,-0.0489616875584611
20,74,3.7934512609486,0.139076332515742,-0.76537380535025
20,83,10.960939078314,2.8691095652818,0.420733151190164
20,85,0.507472834277846,-0.80925463815012,1.21280843465378
20,88,1.72616456183769,-1.29099515192702,0.152571115379767
21,30,5.68707239230316,0.732256046860052,-0.00153249320386794
21,35,3.40821807228454,0.498389057726709,-1.21455221782193
21,50,10.5620619431766,1.29403492031324,1.20071262970535
21,60,8.30259163893807,2.37161605617275,-0.0489616875584611
21,65,-5.60931136701513,-1.81966141194706,1.48234118483925
21,74,4.61078842969144,0.139076332515742,-0.76537380535025
22,23,3.42278378661302,0.181628472998814,-0.188426867630403
22,29,0.0706438782172373,-0.425648829313888,1.78196331133272
22,30,4.87697786245085,0.732256046860052,-0.00153249320386794
22,42,3.69648467676483,-0.604094479012923,-0.579695637315804
22,55,3.64120149267027,0.0400146008464013,-0.622129779041078
22,62,-6.18391508003697,-1.49314941932133,1.26173780684772
22,63,6.1240714022002,1.38890586896565,0.111656505462559
22,82,7.22152599405457,-0.721958146271287,-1.75531802789649
22,83,12.4125123188343,2.8691095652818,0.420733151190164
23,1,2.79044279490078,-0.0461028296710993,0.299559039866351
23,4,3.09528533322304,-0.020927289208481,2.07205107862231
23,14,2.18274169325924,-0.38542104299071,0.22384437068015
23,24,3.43283562988587,0.0338304297195769,0.567979080097579
23,27,3.52333431951008,0.59709175418952,-0.433208216255557
23,42,2.70441693147495,-0.604094479012923,-0.579695637315804
23,46,4.19047936929512,1.08913210956967,-0.451013316989798
23,55,3.10129508369962,0.0400146008464013,-0.622129779041078
23,64,2.05839278275745,0.575147421363527,-1.54601134379086
23,67,2.84586135765731,-0.581983563089439,-0.712466545537292
23,81,1.596879436963,-1.17702006618079,0.0838815436902651
24,2,-1.54513938631068,-1.13121924271432,1.11568354289885
24,27,5.15557958399843,0.59709175418952,-0.433208216255557
24,39,3.9765041708495,-0.491339297512221,-0.27772705000315
24,60,9.60202680477592,2.37161605617275,-0.0489616875584611
24,61,3.7814473573521,-0.126736425725658,0.804837275725302
24,91,7.22063322262105,0.960502616035307,0.21984396112285
24,99,1.34144698435697,-0.472785277647072,1.61695558751014
25,2,-1.26610074028026,-1.13121924271432,1.11568354289885
25,9,-2.00749400995641,1.53012156789869,-1.26846651913646
25,13,3.1905358714751,0.217758511345775,0.0934553273607798
25,41,4.38251408130566,0.370816862411971,0.764815615098257
25,53,4.28557560030928,0.780719600804552,0.212910356747265
25,55,2.80068113135493,0.0400146008464013,-0.622129779041078
25,74,3.17679908436431,0.139076332515742,-0.76537380535025
25,75,3.45781983586721,-0.0633271318178459,-0.577015844083569
25,88,1.72766340048492,-1.29099515192702,0.152571115379767
25,90,4.74888872766497,-0.870115277962844,-0.829455846486352
