"Individual","Time","Phenotype","X1"
21,97,4.059747905,2.60764372964071
22,11,1.422242066,0.219143383329649
22,17,5.248142519,4.3546484903257
22,28,4.297453378,2.61083769035803
22,31,7.262579167,13.0433349173913
22,42,2.170854651,0.506657422014702
22,46,2.46230394,0.626461490633313
22,53,4.693433574,2.4375605217073
22,57,3.898244558,1.11988152000334
22,64,3.882433634,1.3400830397427
22,65,3.027031013,0.865456321364851
23,1,3.398448232,0.968367293731533
23,29,3.845487805,1.27046714557675
23,34,4.143537017,1.98092251724311
23,65,3.134022929,0.865456321364851
23,68,2.317153443,0.430123854950489
23,73,4.784406026,3.43001871009101
23,81,3.653262772,1.01826229590488
23,91,2.822623849,0.484135586548397
23,94,1.420115784,0.243562996352435
23,100,5.317334165,4.93046047830459
24,10,4.9127159,1.0578718887856
24,14,3.968556952,0.665325699195318
24,17,6.551120146,4.3546484903257
24,39,5.252063399,2.10111049058135
24,46,3.500620819,0.626461490633313
24,50,2.461704277,0.20176241200791
24,58,6.226705295,4.05117932869266
24,60,5.000858412,1.60750047721918
24,87,2.594962897,0.246925356112515
24,90,3.629841628,0.389914844162963
25,6,4.09765377,1.02527538008053
25,15,4.77464646,1.54314636144621
25,29,4.751367252,1.27046714557675
25,34,4.451291415,1.98092251724311
25,45,5.018702337,2.33813986556479
25,50,1.960184045,0.20176241200791
25,52,4.446270967,1.49956477199111
25,90,2.505737937,0.389914844162963
25,96,2.763091824,0.365600579623483
25,100,6.25727639,4.93046047830459
