"","Individual","Phenotype","X1"
"115",8,0.700817356036197,-0.405026577871539
"116",8,3.76969277780794,2.02333883776674
"117",8,2.22773297231063,0.871416849208847
"118",8,NA,-0.459102550940861
"119",8,NA,-0.270058070678602
"120",8,-0.207307957186401,-1.34528482610503
"121",9,-0.736345963445496,-1.47071036768698
"122",9,-0.652377393409636,-1.3005983189316
"123",9,-0.460839351526114,-1.66005344499691
"124",9,-0.00544586978108755,-0.882962345685366
"125",9,-0.550699577394935,-1.28997993931616
"126",9,0.98632218668972,0.90478911017373
"127",9,NA,-0.284404167051494
"128",9,0.629389908327982,0.237650263632586
"129",9,-0.0201250503801547,-0.503963721013636
"130",9,NA,-1.56636873372198
"131",9,0.676941257979154,-0.19240141504932
"132",9,1.02498944805104,0.50237469224554
"133",9,0.373633434090194,-0.459102550940861
"134",9,0.114238781768882,-0.682732276621191
"135",9,1.11759244683918,1.19786699403762
"136",10,NA,-1.47071036768698
"137",10,1.90638757667434,0.519068076638492
"138",10,0.537464818478451,-0.915387115969286
"139",10,0.846638312625147,-0.622112013692982
"140",10,-0.452119992474531,-1.66005344499691
"141",10,1.83452386275123,1.03462873214922
"142",10,0.747524871610841,-0.110680279667383
"143",10,1.69236896880839,0.190472412520788
"144",10,0.439511972962699,-0.568929338551125
"145",10,0.797628677176194,-0.112526948921062
"146",10,1.51400339383632,0.237650263632586
"147",10,1.52961579389376,0.907426546661403
"148",10,-0.715849104198767,-2.07108814216303
"149",10,0.0268671561814203,-0.682732276621191
"150",10,1.64926027746409,0.900522924750817
