Replicate,Individual,Group,Individual_Trait,Trait,Time,Phenotype,B0,B1,B2,B12,I,S1,S2,S12,X1,X2,X1X2,G,e
1,4,1,4,1,4,5.075218397,3.4,1.3,0,0,0.590067569,0,0,0,0.707083469,0,0,0,0.165942318
1,4,1,4,1,9,1.067481594,3.4,1.3,0,0,0.590067569,0,0,0,-2.445378392,0,0,0,0.256405935
1,4,1,4,1,18,3.479652239,3.4,1.3,0,0,0.590067569,0,0,0,-0.528709866,0,0,0,0.176907496
1,4,1,4,1,20,3.817386173,3.4,1.3,0,0,0.590067569,0,0,0,-0.209957538,0,0,0,0.100263403
1,4,1,4,1,24,3.718018424,3.4,1.3,0,0,0.590067569,0,0,0,-0.245925664,0,0,0,0.047654219
1,4,1,4,1,25,3.985598188,3.4,1.3,0,0,0.590067569,0,0,0,0.256495876,0,0,0,-0.337914019
1,4,1,4,1,26,4.155314404,3.4,1.3,0,0,0.590067569,0,0,0,0.113152009,0,0,0,0.018149223
1,4,1,4,1,29,4.366552596,3.4,1.3,0,0,0.590067569,0,0,0,0.239384664,0,0,0,0.065284964
1,4,1,4,1,60,5.029584694,3.4,1.3,0,0,0.590067569,0,0,0,0.474680474,0,0,0,0.422432509
1,4,1,4,1,96,2.9200678,3.4,1.3,0,0,0.590067569,0,0,0,-1.006213854,0,0,0,0.238078241
1,5,1,5,1,10,4.665940709,3.4,1.3,0,0,0.782752425,0,0,0,0.056259238,0,0,0,0.410051274
1,5,1,5,1,31,7.337411812,3.4,1.3,0,0,0.782752425,0,0,0,2.568277269,0,0,0,-0.184101063
1,5,1,5,1,35,4.472471851,3.4,1.3,0,0,0.782752425,0,0,0,-0.068248257,0,0,0,0.37844216
1,5,1,5,1,53,5.298864085,3.4,1.3,0,0,0.782752425,0,0,0,0.890997753,0,0,0,-0.042185419
1,5,1,5,1,57,4.137158207,3.4,1.3,0,0,0.782752425,0,0,0,0.113222894,0,0,0,-0.19278398
1,5,1,5,1,58,5.918812006,3.4,1.3,0,0,0.782752425,0,0,0,1.399008031,0,0,0,-0.082650859
1,5,1,5,1,86,3.123770566,3.4,1.3,0,0,0.782752425,0,0,0,-0.753008153,0,0,0,-0.08007126
1,5,1,5,1,88,4.993420158,3.4,1.3,0,0,0.782752425,0,0,0,0.608983383,0,0,0,0.018989335
1,5,1,5,1,89,2.622922487,3.4,1.3,0,0,0.782752425,0,0,0,-1.211750242,0,0,0,0.015445376
1,5,1,5,1,100,6.183899663,3.4,1.3,0,0,0.782752425,0,0,0,1.595432387,0,0,0,-0.072914865
1,6,1,6,1,11,2.03419155,3.4,1.3,0,0,0.216076508,0,0,0,-1.518029045,0,0,0,0.3915528
1,6,1,6,1,14,3.09080668,3.4,1.3,0,0,0.216076508,0,0,0,-0.407478585,0,0,0,0.004452332
1,6,1,6,1,21,2.675474968,3.4,1.3,0,0,0.216076508,0,0,0,-0.69684957,0,0,0,-0.034697099
1,6,1,6,1,22,2.992343332,3.4,1.3,0,0,0.216076508,0,0,0,-0.582818322,0,0,0,0.133930643
1,6,1,6,1,23,4.629882279,3.4,1.3,0,0,0.216076508,0,0,0,0.645771168,0,0,0,0.174303252
1,6,1,6,1,28,4.827004558,3.4,1.3,0,0,0.216076508,0,0,0,0.959671124,0,0,0,-0.036644411
1,6,1,6,1,39,4.49089374,3.4,1.3,0,0,0.216076508,0,0,0,0.74246601,0,0,0,-0.090388582
1,6,1,6,1,42,2.621116027,3.4,1.3,0,0,0.216076508,0,0,0,-0.6799202,0,0,0,-0.111064221
1,6,1,6,1,76,5.970825578,3.4,1.3,0,0,0.216076508,0,0,0,1.464319786,0,0,0,0.451133349
1,6,1,6,1,81,3.71813078,3.4,1.3,0,0,0.216076508,0,0,0,0.018097543,0,0,0,0.078527467
1,7,1,7,1,1,2.637764922,3.4,1.3,0,0,-0.75575276,0,0,0,-0.032143828,0,0,0,0.035304659
1,7,1,7,1,14,1.88774507,3.4,1.3,0,0,-0.75575276,0,0,0,-0.407478585,0,0,0,-0.22678001
1,7,1,7,1,17,4.520394052,3.4,1.3,0,0,-0.75575276,0,0,0,1.471243893,0,0,0,-0.036470249
1,7,1,7,1,22,1.872424934,3.4,1.3,0,0,-0.75575276,0,0,0,-0.582818322,0,0,0,-0.014158486
1,7,1,7,1,56,3.066036927,3.4,1.3,0,0,-0.75575276,0,0,0,0.404749643,0,0,0,-0.104384849
1,7,1,7,1,63,2.917124454,3.4,1.3,0,0,-0.75575276,0,0,0,-0.02337904,0,0,0,0.303269966
1,7,1,7,1,68,1.401206219,3.4,1.3,0,0,-0.75575276,0,0,0,-0.843682077,0,0,0,-0.14625432
1,7,1,7,1,72,5.824079252,3.4,1.3,0,0,-0.75575276,0,0,0,2.821453392,0,0,0,-0.488057398
1,7,1,7,1,76,4.909341496,3.4,1.3,0,0,-0.75575276,0,0,0,1.464319786,0,0,0,0.361478535
1,7,1,7,1,86,1.760572996,3.4,1.3,0,0,-0.75575276,0,0,0,-0.753008153,0,0,0,0.095236355
1,8,1,8,1,1,0.941048013,3.4,1.3,0,0,-2.405995018,0,0,0,-0.032143828,0,0,0,-0.011169993
1,8,1,8,1,10,1.157227307,3.4,1.3,0,0,-2.405995018,0,0,0,0.056259238,0,0,0,0.090085316
1,8,1,8,1,27,0.407025159,3.4,1.3,0,0,-2.405995018,0,0,0,-0.31252779,0,0,0,-0.180693696
1,8,1,8,1,28,2.269419813,3.4,1.3,0,0,-2.405995018,0,0,0,0.959671124,0,0,0,0.02784237
1,8,1,8,1,52,1.378110669,3.4,1.3,0,0,-2.405995018,0,0,0,0.405174914,0,0,0,-0.142621701
1,8,1,8,1,53,1.897249591,3.4,1.3,0,0,-2.405995018,0,0,0,0.890997753,0,0,0,-0.25505247
1,8,1,8,1,63,1.25585223,3.4,1.3,0,0,-2.405995018,0,0,0,-0.02337904,0,0,0,0.29224
1,8,1,8,1,70,1.25349937,3.4,1.3,0,0,-2.405995018,0,0,0,0.007483805,0,0,0,0.249765442
1,8,1,8,1,84,-0.418176293,3.4,1.3,0,0,-2.405995018,0,0,0,-1.065509127,0,0,0,-0.02701941
1,8,1,8,1,89,-0.956719111,3.4,1.3,0,0,-2.405995018,0,0,0,-1.211750242,0,0,0,-0.375448778
1,9,1,9,1,6,3.974932797,3.4,1.3,0,0,0.632504041,0,0,0,0.02496124,0,0,0,-0.090020856
1,9,1,9,1,15,4.593932064,3.4,1.3,0,0,0.632504041,0,0,0,0.433823424,0,0,0,-0.002542429
1,9,1,9,1,20,3.601147789,3.4,1.3,0,0,0.632504041,0,0,0,-0.209957538,0,0,0,-0.158411454
1,9,1,9,1,35,3.760623392,3.4,1.3,0,0,0.632504041,0,0,0,-0.068248257,0,0,0,-0.183157916
1,9,1,9,1,45,5.469791513,3.4,1.3,0,0,0.632504041,0,0,0,0.849355684,0,0,0,0.333125082
1,9,1,9,1,53,5.331020774,3.4,1.3,0,0,0.632504041,0,0,0,0.890997753,0,0,0,0.140219654
1,9,1,9,1,73,5.805131825,3.4,1.3,0,0,0.632504041,0,0,0,1.232565716,0,0,0,0.170292353
1,9,1,9,1,91,3.024070397,3.4,1.3,0,0,0.632504041,0,0,0,-0.725390274,0,0,0,-0.065426287
1,9,1,9,1,92,4.364385092,3.4,1.3,0,0,0.632504041,0,0,0,0.231669633,0,0,0,0.030710528
1,9,1,9,1,96,2.568147185,3.4,1.3,0,0,0.632504041,0,0,0,-1.006213854,0,0,0,-0.156278846
1,10,1,10,1,1,3.881622291,3.4,1.3,0,0,0.525258386,0,0,0,-0.032143828,0,0,0,-0.001849118
1,10,1,10,1,9,0.733960129,3.4,1.3,0,0,0.525258386,0,0,0,-2.445378392,0,0,0,-0.012306347
1,10,1,10,1,11,2.041893615,3.4,1.3,0,0,0.525258386,0,0,0,-1.518029045,0,0,0,0.090072988
1,10,1,10,1,13,4.105585436,3.4,1.3,0,0,0.525258386,0,0,0,0.509112607,0,0,0,-0.481519339
1,10,1,10,1,22,2.81435815,3.4,1.3,0,0,0.525258386,0,0,0,-0.582818322,0,0,0,-0.353236416
1,10,1,10,1,29,4.110437712,3.4,1.3,0,0,0.525258386,0,0,0,0.239384664,0,0,0,-0.126020736
1,10,1,10,1,45,4.905642748,3.4,1.3,0,0,0.525258386,0,0,0,0.849355684,0,0,0,-0.123778027
1,10,1,10,1,58,5.322965808,3.4,1.3,0,0,0.525258386,0,0,0,1.399008031,0,0,0,-0.421003018
1,10,1,10,1,61,2.513882785,3.4,1.3,0,0,0.525258386,0,0,0,-1.20250491,0,0,0,0.151880782
1,10,1,10,1,77,1.181101776,3.4,1.3,0,0,0.525258386,0,0,0,-1.825785491,0,0,0,-0.37063547
1,11,1,11,1,5,1.339756011,3.4,1.3,0,0,-1.023777277,0,0,0,-0.828547452,0,0,0,0.040644977
1,11,1,11,1,8,2.70399892,3.4,1.3,0,0,-1.023777277,0,0,0,0.441969881,0,0,0,-0.246784648
1,11,1,11,1,23,3.295918116,3.4,1.3,0,0,-1.023777277,0,0,0,0.645771168,0,0,0,0.080192875
1,11,1,11,1,25,2.976489507,3.4,1.3,0,0,-1.023777277,0,0,0,0.256495876,0,0,0,0.266822145
1,11,1,11,1,44,5.132935452,3.4,1.3,0,0,-1.023777277,0,0,0,1.924971676,0,0,0,0.254249551
1,11,1,11,1,51,2.013804209,3.4,1.3,0,0,-1.023777277,0,0,0,5.73E-05,0,0,0,-0.362492952
1,11,1,11,1,59,2.132628889,3.4,1.3,0,0,-1.023777277,0,0,0,-0.496803316,0,0,0,0.402250477
1,11,1,11,1,60,3.107646249,3.4,1.3,0,0,-1.023777277,0,0,0,0.474680474,0,0,0,0.11433891
1,11,1,11,1,65,1.995355238,3.4,1.3,0,0,-1.023777277,0,0,0,-0.144498372,0,0,0,-0.193019601
1,11,1,11,1,98,3.188783908,3.4,1.3,0,0,-1.023777277,0,0,0,0.804485803,0,0,0,-0.233270358
1,12,1,12,1,12,3.442949446,3.4,1.3,0,0,0.4495229,0,0,0,-0.141853279,0,0,0,-0.222164192
1,12,1,12,1,24,3.695362314,3.4,1.3,0,0,0.4495229,0,0,0,-0.245925664,0,0,0,0.165542778
1,12,1,12,1,31,7.063411791,3.4,1.3,0,0,0.4495229,0,0,0,2.568277269,0,0,0,-0.124871558
1,12,1,12,1,53,4.942548857,3.4,1.3,0,0,0.4495229,0,0,0,0.890997753,0,0,0,-0.065271122
1,12,1,12,1,72,7.761716877,3.4,1.3,0,0,0.4495229,0,0,0,2.821453392,0,0,0,0.244304567
1,12,1,12,1,80,3.719831335,3.4,1.3,0,0,0.4495229,0,0,0,-0.262036753,0,0,0,0.210956213
1,12,1,12,1,85,5.419732324,3.4,1.3,0,0,0.4495229,0,0,0,1.361952533,0,0,0,-0.200328869
1,12,1,12,1,88,4.644012424,3.4,1.3,0,0,0.4495229,0,0,0,0.608983383,0,0,0,0.002811125
1,12,1,12,1,95,3.048692846,3.4,1.3,0,0,0.4495229,0,0,0,-0.992857879,0,0,0,0.489885188
1,12,1,12,1,97,4.988712894,3.4,1.3,0,0,0.4495229,0,0,0,0.958447028,0,0,0,-0.106791143
1,13,1,13,1,9,-0.510019878,3.4,1.3,0,0,-0.701345565,0,0,0,-2.445378392,0,0,0,-0.029682403
1,13,1,13,1,32,1.198500468,3.4,1.3,0,0,-0.701345565,0,0,0,-0.861221122,0,0,0,-0.380566507
1,13,1,13,1,35,2.280390068,3.4,1.3,0,0,-0.701345565,0,0,0,-0.068248257,0,0,0,-0.329541633
1,13,1,13,1,53,3.788244289,3.4,1.3,0,0,-0.701345565,0,0,0,0.890997753,0,0,0,-0.068707225
1,13,1,13,1,56,3.09388921,3.4,1.3,0,0,-0.701345565,0,0,0,0.404749643,0,0,0,-0.130939761
1,13,1,13,1,62,0.200148945,3.4,1.3,0,0,-0.701345565,0,0,0,-1.940017098,0,0,0,0.023516738
1,13,1,13,1,70,2.86455176,3.4,1.3,0,0,-0.701345565,0,0,0,0.007483805,0,0,0,0.156168379
1,13,1,13,1,79,2.467504163,3.4,1.3,0,0,-0.701345565,0,0,0,-0.205426876,0,0,0,0.035904667
1,13,1,13,1,80,2.451189921,3.4,1.3,0,0,-0.701345565,0,0,0,-0.262036753,0,0,0,0.093183264
1,13,1,13,1,98,3.656813648,3.4,1.3,0,0,-0.701345565,0,0,0,0.804485803,0,0,0,-0.08767233
1,14,1,14,1,3,4.908367177,3.4,1.3,0,0,-0.708486287,0,0,0,2.029685468,0,0,0,-0.421737645
1,14,1,14,1,5,1.506754124,3.4,1.3,0,0,-0.708486287,0,0,0,-0.828547452,0,0,0,-0.107647902
1,14,1,14,1,7,2.20828286,3.4,1.3,0,0,-0.708486287,0,0,0,-0.082305307,0,0,0,-0.376233955
1,14,1,14,1,20,2.730193028,3.4,1.3,0,0,-0.708486287,0,0,0,-0.209957538,0,0,0,0.311624113
1,14,1,14,1,46,2.375307637,3.4,1.3,0,0,-0.708486287,0,0,0,-0.467667974,0,0,0,0.291762289
1,14,1,14,1,57,2.734165707,3.4,1.3,0,0,-0.708486287,0,0,0,0.113222894,0,0,0,-0.104537769
1,14,1,14,1,59,2.362034857,3.4,1.3,0,0,-0.708486287,0,0,0,-0.496803316,0,0,0,0.316365455
1,14,1,14,1,66,3.713439461,3.4,1.3,0,0,-0.708486287,0,0,0,0.913486734,0,0,0,-0.165607007
1,14,1,14,1,73,4.406223903,3.4,1.3,0,0,-0.708486287,0,0,0,1.232565716,0,0,0,0.112374759
1,14,1,14,1,93,2.873560069,3.4,1.3,0,0,-0.708486287,0,0,0,0.089025233,0,0,0,0.066313553
1,15,1,15,1,3,4.830418348,3.4,1.3,0,0,-1.187268638,0,0,0,2.029685468,0,0,0,-0.020904123
1,15,1,15,1,18,1.845259184,3.4,1.3,0,0,-1.187268638,0,0,0,-0.528709866,0,0,0,0.319850647
1,15,1,15,1,19,2.274620645,3.4,1.3,0,0,-1.187268638,0,0,0,0.104361131,0,0,0,-0.073780187
1,15,1,15,1,21,1.44199275,3.4,1.3,0,0,-1.187268638,0,0,0,-0.69684957,0,0,0,0.135165829
1,15,1,15,1,36,0.915513193,3.4,1.3,0,0,-1.187268638,0,0,0,-0.899796787,0,0,0,-0.127482346
1,15,1,15,1,41,1.911612756,3.4,1.3,0,0,-1.187268638,0,0,0,0.267182725,0,0,0,-0.648456149
1,15,1,15,1,42,1.325630641,3.4,1.3,0,0,-1.187268638,0,0,0,-0.6799202,0,0,0,-0.003204462
1,15,1,15,1,69,2.260732043,3.4,1.3,0,0,-1.187268638,0,0,0,-0.230461288,0,0,0,0.347600354
1,15,1,15,1,79,1.829494203,3.4,1.3,0,0,-1.187268638,0,0,0,-0.205426876,0,0,0,-0.116182221
1,15,1,15,1,81,2.289711053,3.4,1.3,0,0,-1.187268638,0,0,0,0.018097543,0,0,0,0.053452886
1,16,1,16,1,32,2.700176438,3.4,1.3,0,0,0.696835697,0,0,0,-0.861221122,0,0,0,-0.2770718
1,16,1,16,1,39,5.097530334,3.4,1.3,0,0,0.696835697,0,0,0,0.74246601,0,0,0,0.035488823
1,16,1,16,1,50,1.826170864,3.4,1.3,0,0,0.696835697,0,0,0,-1.600664452,0,0,0,-0.189801046
1,16,1,16,1,62,1.431145028,3.4,1.3,0,0,0.696835697,0,0,0,-1.940017098,0,0,0,-0.143668441
1,16,1,16,1,63,4.189246437,3.4,1.3,0,0,0.696835697,0,0,0,-0.02337904,0,0,0,0.122803492
1,16,1,16,1,66,5.079001537,3.4,1.3,0,0,0.696835697,0,0,0,0.913486734,0,0,0,-0.205366915
1,16,1,16,1,67,3.751943207,3.4,1.3,0,0,0.696835697,0,0,0,-0.281272616,0,0,0,0.020761911
1,16,1,16,1,81,4.3526734,3.4,1.3,0,0,0.696835697,0,0,0,0.018097543,0,0,0,0.232310898
1,16,1,16,1,83,4.023079568,3.4,1.3,0,0,0.696835697,0,0,0,0.121272609,0,0,0,-0.23141052
1,16,1,16,1,91,3.179137666,3.4,1.3,0,0,0.696835697,0,0,0,-0.725390274,0,0,0,0.025309326
1,17,1,17,1,4,3.512852552,3.4,1.3,0,0,-0.565509825,0,0,0,0.707083469,0,0,0,-0.240846133
1,17,1,17,1,19,3.236248356,3.4,1.3,0,0,-0.565509825,0,0,0,0.104361131,0,0,0,0.266088711
1,17,1,17,1,26,3.073905673,3.4,1.3,0,0,-0.565509825,0,0,0,0.113152009,0,0,0,0.092317886
1,17,1,17,1,31,6.440032968,3.4,1.3,0,0,-0.565509825,0,0,0,2.568277269,0,0,0,0.266782344
1,17,1,17,1,35,2.803642131,3.4,1.3,0,0,-0.565509825,0,0,0,-0.068248257,0,0,0,0.057874689
1,17,1,17,1,42,1.601895837,3.4,1.3,0,0,-0.565509825,0,0,0,-0.6799202,0,0,0,-0.348698078
1,17,1,17,1,49,2.336141811,3.4,1.3,0,0,-0.565509825,0,0,0,-0.293999421,0,0,0,-0.116149117
1,17,1,17,1,53,3.986955565,3.4,1.3,0,0,-0.565509825,0,0,0,0.890997753,0,0,0,-0.005831689
1,17,1,17,1,59,2.156469913,3.4,1.3,0,0,-0.565509825,0,0,0,-0.496803316,0,0,0,-0.032175952
1,17,1,17,1,63,2.758936161,3.4,1.3,0,0,-0.565509825,0,0,0,-0.02337904,0,0,0,-0.045161262
1,18,1,18,1,3,5.437316221,3.4,1.3,0,0,-0.643255522,0,0,0,2.029685468,0,0,0,0.041980635
1,18,1,18,1,7,2.60314995,3.4,1.3,0,0,-0.643255522,0,0,0,-0.082305307,0,0,0,-0.046597629
1,18,1,18,1,36,1.684073657,3.4,1.3,0,0,-0.643255522,0,0,0,-0.899796787,0,0,0,0.097065002
1,18,1,18,1,38,0.238523364,3.4,1.3,0,0,-0.643255522,0,0,0,-1.750610954,0,0,0,-0.242426874
1,18,1,18,1,40,1.914643509,3.4,1.3,0,0,-0.643255522,0,0,0,-0.762565008,0,0,0,0.149233542
1,18,1,18,1,51,2.945845591,3.4,1.3,0,0,-0.643255522,0,0,0,5.73E-05,0,0,0,0.189026675
1,18,1,18,1,58,4.19529559,3.4,1.3,0,0,-0.643255522,0,0,0,1.399008031,0,0,0,-0.380159329
1,18,1,18,1,74,2.199649266,3.4,1.3,0,0,-0.643255522,0,0,0,-0.509774771,0,0,0,0.10561199
1,18,1,18,1,79,2.451248647,3.4,1.3,0,0,-0.643255522,0,0,0,-0.205426876,0,0,0,-0.038440893
1,18,1,18,1,93,2.589391041,3.4,1.3,0,0,-0.643255522,0,0,0,0.089025233,0,0,0,-0.283086239
1,19,1,19,1,5,2.301126347,3.4,1.3,0,0,0.220504775,0,0,0,-0.828547452,0,0,0,-0.24226674
1,19,1,19,1,9,0.517873158,3.4,1.3,0,0,0.220504775,0,0,0,-2.445378392,0,0,0,0.076360293
1,19,1,19,1,11,1.559229781,3.4,1.3,0,0,0.220504775,0,0,0,-1.518029045,0,0,0,-0.087837236
1,19,1,19,1,35,3.479439755,3.4,1.3,0,0,0.220504775,0,0,0,-0.068248257,0,0,0,-0.052342286
1,19,1,19,1,41,4.214067831,3.4,1.3,0,0,0.220504775,0,0,0,0.267182725,0,0,0,0.246225513
1,19,1,19,1,45,4.841418459,3.4,1.3,0,0,0.220504775,0,0,0,0.849355684,0,0,0,0.116751294
1,19,1,19,1,46,3.160646627,3.4,1.3,0,0,0.220504775,0,0,0,-0.467667974,0,0,0,0.148110218
1,19,1,19,1,57,3.917804301,3.4,1.3,0,0,0.220504775,0,0,0,0.113222894,0,0,0,0.150109764
1,19,1,19,1,60,4.355551045,3.4,1.3,0,0,0.220504775,0,0,0,0.474680474,0,0,0,0.117961654
1,19,1,19,1,63,3.231425009,3.4,1.3,0,0,0.220504775,0,0,0,-0.02337904,0,0,0,-0.358687014
1,20,1,20,1,1,3.602653395,3.4,1.3,0,0,0.210601337,0,0,0,-0.032143828,0,0,0,0.033839033
1,20,1,20,1,30,3.600239483,3.4,1.3,0,0,0.210601337,0,0,0,-0.026654616,0,0,0,0.024289146
1,20,1,20,1,34,4.77261343,3.4,1.3,0,0,0.210601337,0,0,0,0.683562654,0,0,0,0.273380643
1,20,1,20,1,46,3.002029855,3.4,1.3,0,0,0.210601337,0,0,0,-0.467667974,0,0,0,-0.000603117
1,20,1,20,1,49,3.664252311,3.4,1.3,0,0,0.210601337,0,0,0,-0.293999421,0,0,0,0.43585022
1,20,1,20,1,53,4.987434022,3.4,1.3,0,0,0.210601337,0,0,0,0.890997753,0,0,0,0.218535605
1,20,1,20,1,56,3.869480657,3.4,1.3,0,0,0.210601337,0,0,0,0.404749643,0,0,0,-0.267295216
1,20,1,20,1,65,3.472519558,3.4,1.3,0,0,0.210601337,0,0,0,-0.144498372,0,0,0,0.049766104
1,20,1,20,1,83,3.989433772,3.4,1.3,0,0,0.210601337,0,0,0,0.121272609,0,0,0,0.221178044
1,20,1,20,1,94,1.897945809,3.4,1.3,0,0,0.210601337,0,0,0,-1.412379658,0,0,0,0.123438026
1,21,1,21,1,15,3.493236205,3.4,1.3,0,0,-0.670915394,0,0,0,0.433823424,0,0,0,0.200181147
1,21,1,21,1,33,2.166268694,3.4,1.3,0,0,-0.670915394,0,0,0,-0.314921241,0,0,0,-0.153418299
1,21,1,21,1,49,2.141935748,3.4,1.3,0,0,-0.670915394,0,0,0,-0.293999421,0,0,0,-0.204949611
1,21,1,21,1,71,5.233489041,3.4,1.3,0,0,-0.670915394,0,0,0,1.904634166,0,0,0,0.028380019
1,21,1,21,1,75,1.732931457,3.4,1.3,0,0,-0.670915394,0,0,0,-0.678023267,0,0,0,-0.114722902
1,21,1,21,1,78,2.701749756,3.4,1.3,0,0,-0.670915394,0,0,0,0.197200595,0,0,0,-0.283695624
1,21,1,21,1,80,2.084758482,3.4,1.3,0,0,-0.670915394,0,0,0,-0.262036753,0,0,0,-0.303678346
1,21,1,21,1,84,1.497116658,3.4,1.3,0,0,-0.670915394,0,0,0,-1.065509127,0,0,0,0.153193917
1,21,1,21,1,86,1.637993107,3.4,1.3,0,0,-0.670915394,0,0,0,-0.753008153,0,0,0,-0.1121809
1,21,1,21,1,97,4.059747905,3.4,1.3,0,0,-0.670915394,0,0,0,0.958447028,0,0,0,0.084682163
1,22,1,22,1,11,1.422242066,3.4,1.3,0,0,-0.015342395,0,0,0,-1.518029045,0,0,0,0.011022218
1,22,1,22,1,17,5.248142519,3.4,1.3,0,0,-0.015342395,0,0,0,1.471243893,0,0,0,-0.049132148
1,22,1,22,1,28,4.297453378,3.4,1.3,0,0,-0.015342395,0,0,0,0.959671124,0,0,0,-0.334776689
1,22,1,22,1,31,7.262579167,3.4,1.3,0,0,-0.015342395,0,0,0,2.568277269,0,0,0,0.539161112
1,22,1,22,1,42,2.170854651,3.4,1.3,0,0,-0.015342395,0,0,0,-0.6799202,0,0,0,-0.329906695
1,22,1,22,1,46,2.46230394,3.4,1.3,0,0,-0.015342395,0,0,0,-0.467667974,0,0,0,-0.3143853
1,22,1,22,1,53,4.693433574,3.4,1.3,0,0,-0.015342395,0,0,0,0.890997753,0,0,0,0.15047889
1,22,1,22,1,57,3.898244558,3.4,1.3,0,0,-0.015342395,0,0,0,0.113222894,0,0,0,0.36639719
1,22,1,22,1,64,3.882433634,3.4,1.3,0,0,-0.015342395,0,0,0,0.292731582,0,0,0,0.117224972
1,22,1,22,1,65,3.027031013,3.4,1.3,0,0,-0.015342395,0,0,0,-0.144498372,0,0,0,-0.169778709
1,23,1,23,1,1,3.398448232,3.4,1.3,0,0,0.007748401,0,0,0,-0.032143828,0,0,0,0.032486807
1,23,1,23,1,29,3.845487805,3.4,1.3,0,0,0.007748401,0,0,0,0.239384664,0,0,0,0.126539341
1,23,1,23,1,34,4.143537017,3.4,1.3,0,0,0.007748401,0,0,0,0.683562654,0,0,0,-0.152842834
1,23,1,23,1,65,3.134022929,3.4,1.3,0,0,0.007748401,0,0,0,-0.144498372,0,0,0,-0.085877589
1,23,1,23,1,68,2.317153443,3.4,1.3,0,0,0.007748401,0,0,0,-0.843682077,0,0,0,0.006191742
